ID,year,tag_date,avg_temp,sum_precip,avg_temp2,sum_precip2,avg_temp3,sum_precip3,avg_temp4,sum_precip4,avg_temp5,sum_precip5,avg_temp10,sum_precip10,tag_year
17700,2019,17700_2019-05-07,0.14756088324952543,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17700_2019
17700,2019,17700_2019-05-08,-0.6225082237531486,6.54689082570403e-4,-0.2374736702518116,6.54689082570403e-4,NA,NA,NA,NA,NA,NA,NA,NA,17700_2019
17700,2019,17700_2019-05-09,-2.073974090395988,0.010902671300248735,-1.3482411570745683,0.011557360382819138,-0.849640476966537,0.011557360382819138,NA,NA,NA,NA,NA,NA,17700_2019
17700,2019,17700_2019-05-10,-2.125273688002494,0.008007067186372754,-2.0996238891992407,0.01890973848662149,-1.6072520007172102,0.01956442756919189,-1.1685487797255263,0.01956442756919189,NA,NA,NA,NA,17700_2019
17700,2019,17700_2019-05-11,-2.2647006104265492,0,-2.194987149214522,0.008007067186372754,-2.154649462941677,0.01890973848662149,-1.7716141531445448,0.01956442756919189,-1.387779145865731,0.01956442756919189,NA,NA,17700_2019
17700,2019,17700_2019-05-12,-0.6673270097274061,0,-1.4660138100769777,0,-1.6857671027188164,0.008007067186372754,-1.7828188496381092,0.01890973848662149,-1.5507567244611171,0.01956442756919189,NA,NA,17700_2019
17700,2019,17700_2019-05-13,0.24380161126765643,0,-0.21176269922987484,0,-0.896075336295433,0,-1.2033749242221983,0.008007067186372754,-1.3774947574569563,0.01890973848662149,NA,NA,17700_2019
17700,2019,17700_2019-05-14,0.4500591762349207,0,0.34693039375128853,0,0.008844592591723674,0,-0.5595417081628445,0,-0.8726881041307745,0.008007067186372754,NA,NA,17700_2019
17700,2019,17700_2019-05-15,2.2246435226736785,0,1.3373513494542997,0,0.9728347700587519,0,0.5627943251122124,0,-0.0027046619955399475,0,NA,NA,17700_2019
17700,2019,17700_2019-05-16,-0.4517110547573111,0.12538527429328483,0.8864662339581837,0.12538527429328483,0.740997214717096,0.12538527429328483,0.6166983138547362,0.12538527429328483,0.35989324913830767,0.12538527429328483,-0.5139429483637116,0.14494970186247672,17700_2019
17700,2019,17700_2019-05-17,-1.9695297344749367,0.12672555994490686,-1.2106203946161238,0.2521108342381917,-0.06553242218618978,0.2521108342381917,0.06336547741908784,0.2521108342381917,0.09945270418880156,0.2521108342381917,-0.7256520101361578,0.2716752618073836,17700_2019
17700,2019,17700_2019-05-18,-2.2987527809562684,0.019238076023391816,-2.1341412577156027,0.14596363596829867,-1.5733311900628388,0.27134891026158353,-0.6238375118787094,0.27134891026158353,-0.4090581742559834,0.27134891026158353,-0.8932764658564698,0.290258648748205,17700_2019
17700,2019,17700_2019-05-19,-2.3145344139327526,0.012614986614029445,-2.3066435974445105,0.03185306263742126,-2.194272309787986,0.15857862258232813,-1.7586319960303172,0.28396389687561296,-0.9619768922895181,0.28396389687561296,-0.9173324982101463,0.2919709640619857,17700_2019
17700,2019,17700_2019-05-20,2.030630051304589,0,-0.14195218131408183,0.012614986614029445,-0.860885714528144,0.03185306263742126,-1.1380467195148423,0.15857862258232813,-1.000779586563336,0.28396389687561296,-0.501742124279438,0.28396389687561296,17700_2019
17700,2019,17700_2019-05-21,3.8048674461705523,0,2.9177487487375706,0,1.1736543611807961,0.012614986614029445,0.30555257564653004,0.03185306263742126,-0.1494638863777633,0.15857862258232813,0.10521468138027218,0.28396389687561296,17700_2019
17700,2019,17700_2019-05-22,3.102116671210903,0.048851901991103494,3.4534920586907276,0.048851901991103494,2.979204722895348,0.048851901991103494,1.655769938688323,0.06146688860513294,0.8648653947594046,0.08070496462852475,0.4821590494741031,0.3328157988667165,17700_2019
17700,2019,17700_2019-05-23,5.7420868410589305,0,4.422101756134917,0.048851901991103494,4.2163569861467955,0.048851901991103494,3.6699252524362436,0.048851901991103494,2.4730333191624445,0.06146688860513294,1.0319875724532306,0.3328157988667165,17700_2019
17700,2019,17700_2019-05-24,5.259833635826624,0,5.500960238442778,0,4.701345716032153,0.048851901991103494,4.477226148566753,0.048851901991103494,3.98790692911432,0.048851901991103494,1.5129650184124008,0.3328157988667165,17700_2019
17700,2019,17700_2019-05-25,8.831817215243897,0,7.04582542553526,0,6.611245897376484,0,5.7339635908350886,0.048851901991103494,5.348144361902182,0.048851901991103494,2.1736823876694227,0.3328157988667165,17700_2019
17700,2019,17700_2019-05-26,5.451547170814422,3.1455323002039983e-4,7.141682193029159,3.1455323002039983e-4,6.514399340628314,3.1455323002039983e-4,6.321321215735968,3.1455323002039983e-4,5.677480306830955,0.049166455221123895,2.7640082102265957,0.20774507780345203,17700_2019
17700,2019,17700_2019-05-27,4.169757262206967,0.01914707441932046,4.810652216510695,0.01946162764934086,6.1510405494217615,0.01946162764934086,5.928238821022977,0.01946162764934086,5.891008425030168,0.01946162764934086,3.3779369098947862,0.10016659227786562,17700_2019
