"ID","tag_date","avg_temp","sum_precip","avg_temp2","sum_precip2","avg_temp3","sum_precip3","avg_temp4","sum_precip4","avg_temp5","sum_precip5","avg_temp10","sum_precip10"
"17674","17674_2019-05-07",1.2404772870957,367.763252162284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17674","17674_2019-05-08",1.25513661479069,1086.76952374785,1.2478069509432,1454.53277591014,NA,NA,NA,NA,NA,NA,NA,NA
"17674","17674_2019-05-09",0.475218739313353,2417.09355345308,0.865177677052022,3503.86307720094,0.990277547066581,3871.62632936322,NA,NA,NA,NA,NA,NA
"17674","17674_2019-05-10",-0.0214574807186523,2584.96616857762,0.22688062929735,5002.05972203071,0.569632624461797,6088.82924577856,0.737343790120273,6456.59249794085,NA,NA,NA,NA
"17674","17674_2019-05-11",0.290636165678374,2833.80601906753,0.134589342479861,5418.77218764515,0.248132474757692,7835.86574109824,0.499883509765941,8922.63526484609,0.648002265231893,9290.39851700837,NA,NA
"17674","17674_2019-05-12",-1.96841832501199,399.879103464131,-0.838891079666809,3233.68512253166,-0.566413213350756,5818.65129110928,-0.306005225184729,8235.74484456237,0.00622314281035488,9322.51436831022,NA,NA
"17674","17674_2019-05-13",-1.79664140448366,52.7745855591682,-1.88252986474782,452.653689023299,-1.15814118793909,3286.45970809083,-0.873970261133981,5871.42587666845,-0.604132461044514,8288.51943012153,NA,NA
"17674","17674_2019-05-14",0.700244151150343,116.272028797919,-0.548198626666656,169.046614357088,-1.02160519278177,568.925717821218,-0.693544853166732,3402.73173688874,-0.559127378677116,5987.69790546637,NA,NA
"17674","17674_2019-05-15",1.0688166498377,1101.55891873418,0.884530400494024,1217.8309475321,-0.00919353449853588,1270.60553309127,-0.4989997321269,1670.4846365554,-0.341072552565845,4504.29065562293,NA,NA
"17674","17674_2019-05-16",0.686556178108693,4302.77528829839,0.877686413973199,5404.33420703258,0.818538993032247,5520.6062358305,0.164743893653271,5573.38082138967,-0.261888550079781,5973.2599248538,0.193056857576056,15263.6584418622
"17674","17674_2019-05-17",0.516726492856018,283.902241180081,0.601641335482356,4586.67752947847,0.757366440267472,5688.23644821266,0.74308586798819,5804.50847701058,0.235140413493821,5857.28306256975,0.120681778152088,15179.79743088
"17674","17674_2019-05-18",0.452520274486706,459.383724444961,0.484623383671362,743.285965625042,0.551934315150473,5046.06125392344,0.681154898822281,6147.62017265762,0.684972749287893,6263.89220145554,0.0404201441216893,14552.4116315771
"17674","17674_2019-05-19",0.562309272282675,166.70181704892,0.507414773384691,626.085541493881,0.510518679875133,909.987782673962,0.554528054433523,5212.76307097236,0.65738577351436,6314.32198970654,0.0491291974186216,12302.0198951729
"17674","17674_2019-05-20",0.457289989359026,330.917810926942,0.509799630820851,497.619627975862,0.490706512042803,957.003352420823,0.497211507246107,1240.9055936009,0.535080441418624,5543.6808818993,0.0970039444263894,10047.9715375222
"17674","17674_2019-05-21",0.308898483010694,156.18175403474,0.38309423618486,487.099564961683,0.442832581550798,653.801382010603,0.445254504784775,1113.18510645556,0.459548902399024,1397.08734763564,0.0988301761596214,7370.34727248944
"17674","17674_2019-05-22",0.656485280863365,527.390618306833,0.482691881937029,683.572372341573,0.474224584411028,1014.49018326852,0.49624575637894,1181.19200031744,0.487500660000493,1640.5757247624,0.361320536747157,7497.85878733214
"17674","17674_2019-05-23",1.05777915473336,1646.47291326495,0.857132217798361,2173.86353157178,0.674387639535805,2330.04528560652,0.620113226991611,2660.96309653347,0.608552436049824,2827.66491358239,0.646762592668858,9091.55711503793
"17674","17674_2019-05-24",1.16123253866734,1396.92497251826,1.10950584670035,3043.39788578321,0.958498991421354,3570.78850409004,0.796098864318689,3726.97025812479,0.728337089326756,4057.88806905173,0.692861431420558,10372.2100587583
"17674","17674_2019-05-25",1.34833764187636,898.490313593931,1.25478509027185,2295.41528611219,1.18911644509235,3941.88819937714,1.0559586540351,4469.27881768397,0.906546619830222,4625.46057171872,0.720813530624423,10169.141453618
"17674","17674_2019-05-26",1.16749863656635,860.525714716371,1.25791813922135,1759.0160283103,1.22568960570335,3155.94100082856,1.18371199296085,4802.41391409351,1.07826665054135,5329.80453240035,0.768907776470189,6726.89188003599
"17674","17674_2019-05-27",1.12301756918568,408.975430491765,1.14525810287602,1269.50114520814,1.2129512825428,2167.99145880207,1.20002159657393,3564.91643132033,1.17157310820582,5211.38934458528,0.829536884103156,6851.96506934768
